id: e0078aa8-bfb8-43b0-a6b7-1991596c21e1
name: Camel
scryfall_uri: https://scryfall.com/card/arn/3/camel?utm_source=api
released_at: 1993-12-17
uri: https://api.scryfall.com/cards/e0078aa8-bfb8-43b0-a6b7-1991596c21e1
id: b3a5101a-ec66-4658-950c-9ad49c29b836
name: Artifact Ward
scryfall_uri: https://scryfall.com/card/atq/3/artifact-ward?utm_source=api
released_at: 1994-03-04
uri: https://api.scryfall.com/cards/b3a5101a-ec66-4658-950c-9ad49c29b836
id: db1f578f-fa3b-4447-953b-1490852b6c80
name: Clergy of the Holy Nimbus
scryfall_uri: https://scryfall.com/card/leg/6/clergy-of-the-holy-nimbus?utm_source=api
released_at: 1994-06-01
uri: https://api.scryfall.com/cards/db1f578f-fa3b-4447-953b-1490852b6c80
id: 218b1327-5f76-4ee2-a93d-d2ba412043c2
name: Black Ward
scryfall_uri: https://scryfall.com/card/4ed/8/black-ward?utm_source=api
released_at: 1995-04-01
uri: https://api.scryfall.com/cards/218b1327-5f76-4ee2-a93d-d2ba412043c2
id: de62c833-c66b-442e-99ed-99ccd8eca024
name: Blue Ward
scryfall_uri: https://scryfall.com/card/4ed/10/blue-ward?utm_source=api
released_at: 1995-04-01
uri: https://api.scryfall.com/cards/de62c833-c66b-442e-99ed-99ccd8eca024
id: 5bfd4ee1-05f9-45ae-a31d-1225b271dbe6
name: Black Scarab
scryfall_uri: https://scryfall.com/card/ice/6/black-scarab?utm_source=api
released_at: 1995-06-03
uri: https://api.scryfall.com/cards/5bfd4ee1-05f9-45ae-a31d-1225b271dbe6
id: b423bb5a-eaac-4c1d-981a-1c635001fc5a
name: Blue Scarab
scryfall_uri: https://scryfall.com/card/ice/9/blue-scarab?utm_source=api
released_at: 1995-06-03
uri: https://api.scryfall.com/cards/b423bb5a-eaac-4c1d-981a-1c635001fc5a
id: 023b5e6f-10de-422d-8431-11f1fdeca246
name: Abu Ja'far
scryfall_uri: https://scryfall.com/card/chr/1/abu-jafar?utm_source=api
released_at: 1995-07-01
uri: https://api.scryfall.com/cards/023b5e6f-10de-422d-8431-11f1fdeca246
id: a9319039-db2f-47bf-9ef0-8d3a381d54fb
name: Civic Guildmage
